Country Name,"Time","CO2 emissions (kg per 2010 US$ of GDP)","GDP (current US$)","GDP growth (annual %)","GDP deflator (base year varies by country)","GDP per capita (constant 2010 US$)"
United Kingdom,"1982","0.441521995853331","515048916841.37","2.01567197176722","36.6664437287753","22061.1017113171"
United Kingdom,"1983","0.421495110772395","489618008185.539","4.22057264654954","38.5452705552686","22984.3672140935"
United Kingdom,"1984","0.399731890373659","461487097632.349","2.27456699927278","40.4819539775863","23469.9885965526"
United Kingdom,"1985","0.405788072604653","489285164271.047","4.18730565515936","42.6968431870702","24397.3158699632"
United Kingdom,"1986","0.399652622534499","601452653180.885","3.15325207285927","44.5466459910543","25108.403709912"
United Kingdom,"1987","0.381384475233884","745162608269.325","5.3594846585044","46.9850529099906","26397.8932767565"
United Kingdom,"1988","0.359634349071443","910122732123.799","5.78739995952742","49.8408078289806","27863.7009700531"
United Kingdom,"1989","0.357497677802327","926884816753.927","2.58289506699101","53.7933302945794","28509.0820474467"
United Kingdom,"1990","0.339212143326246","1093169389204.55","0.71688296281873","58.0453120065692","28627.7536612551"
United Kingdom,"1991","0.349780508784652","1142797178130.51","-1.11898405289487","61.7812000717023","28220.0087901761"
United Kingdom,"1992","0.3420394171903","1179659529659.53","0.359872415497506","63.8591519178342","28245.0779437356"
United Kingdom,"1993","0.3273349693946","1061388722255.55","2.50701367525181","65.5934538879668","28883.8551095471"
United Kingdom,"1994","0.315686206743457","1140489745944.29","3.88507477540347","66.4825697924917","29929.7203789067"
United Kingdom,"1995","0.30311128612216","1320255641470.73","2.50637285243695","72.8162242554723","30598.8152221341"
United Kingdom,"1996","0.302893417088296","1392979719188.77","2.54873441364151","75.7807561904198","31298.9009473351"
United Kingdom,"1997","0.280876523401664","1537090700720.37","3.12717846202084","77.2647670353153","32194.6481790456"
United Kingdom,"1998","0.274546064875947","1623564094070.88","3.19077937166745","78.1816136984696","33125.2386283966"
United Kingdom,"1999","0.265334524545514","1652167933991.26","3.28334820437759","78.8541777706671","34098.9778262237"
United Kingdom,"2000","0.26098161103962","1635441065214.1","3.74496244304632","80.4480288954334","35249.7986213862"
United Kingdom,"2001","0.255967910992418","1613034403339.57","2.72610733754173","81.1904325184467","36071.6112870779"
United Kingdom,"2002","0.242089446316715","1757571942446.04","2.39724828405802","82.9745275832986","36780.3026671508"
United Kingdom,"2003","0.239008937553016","2028488163265.31","3.4662388982013","84.9680298416064","37878.4071073591"
United Kingdom,"2004","0.232785200531142","2389004027828.63","2.52787714022966","87.0369351953485","38615.5997330887"
United Kingdom,"2005","0.227466794174503","2508103636363.64","2.97209579798606","89.3559810714414","39491.2082382329"
United Kingdom,"2006","0.221453376630557","2678277828886.84","2.50300855954745","91.9886027402535","40183.2221101528"
United Kingdom,"2007","0.210737090970952","3063005202080.83","2.5558191117037","94.3327567061263","40890.5885594713"
United Kingdom,"2008","0.208714800198913","2875463235294.12","-0.627205201223418","96.9968776780031","40315.5720608148"
United Kingdom,"2009","0.197739416367212","2367127278392.27","-4.32773760856608","98.481346419914","38280.1743244877"
United Kingdom,"2010","0.203163873001878","2429602904820.77","1.9151618327202","100","38708.6762921633"
United Kingdom,"2011","0.181624710684415","2608995353308.76","1.50906178236485","102.011437547383","38986.8684399667"
United Kingdom,"2012","0.186980115520799","2646002634059.62","1.31301859842485","103.581535276894","39225.0846481199"
United Kingdom,"2013","0.179654717167214","2719509472492.7","1.91107841065484","105.554046928976","39707.956583944"
United Kingdom,"2014","","2998833559195.71","3.07048379406776","107.290972911428","40620.0166983552"
United Kingdom,"2015","","2858003087965.69","2.22150212833063","107.735957311038","41187.6838839368"
India,"1960","0.872239857433691","37679274491.2745","","2.62447855231604","307.439983561639"
India,"1961","0.90941993369526","39920452403.4524","3.72274253182259","2.68078484065146","312.607759760466"
India,"1962","0.972046460920342","42900864969.865","2.93112773676762","2.79888994642638","315.334175214255"
India,"1963","0.984933153633736","49271095508.0955","5.99435326233507","3.03269868480705","327.466885841402"
India,"1964","0.896178000457474","57470781032.781","7.45295012246791","3.29204528001094","344.68648684463"
India,"1965","1.0140687798001","60599264111.7178","-2.63577011179972","3.56529719987189","328.706154989892"
India,"1966","1.05004952226283","46669801600","-0.0553287701011413","4.03843732911798","321.750522216514"
India,"1967","0.97651931545667","51014155360","7.8259630327085","4.38639735639847","339.740778478067"
India,"1968","1.02730840511467","54016411986.6667","3.38792917448438","4.49234567799702","343.889992840171"
India,"1969","0.981689564341819","59472993626.6667","6.53970029794451","4.64254116142044","358.555997440032"
India,"1970","0.955173052232929","63517182000","5.15722973561972","4.71506895846188","368.812659807864"
India,"1971","0.991386043495118","68532117824.1238","1.64293038321543","4.96613888543788","366.494568431084"
India,"1972","1.05491439338344","72716439112.1","-0.553301312631021","5.50444861009044","356.172134926085"
India,"1973","1.05170313612834","87014945186.3156","3.29552113606178","6.48587614515928","359.446780758643"
India,"1974","1.07482244770048","101271278198.505","1.18533626048492","7.56691057189737","355.328176018246"
India,"1975","1.07050016730489","100199707352.024","9.14991201393707","7.44215631373048","378.946302061216"
India,"1976","1.10135343264569","104518508553.081","1.66310363724769","7.88733563578701","376.480527310046"
India,"1977","1.08628331923292","123617837582.482","7.25476458521194","8.33196283482846","394.658741913649"
India,"1978","1.0424766069749","139708121469.133","5.71253208944273","8.53695264298608","407.788280859611"
India,"1979","1.15370985840388","155674658263.583","-5.2381827026969","9.87964824325226","377.681042752542"
