Series Name,"Time","World","China","India","Japan","United Kingdom","United States"
GDP growth (annual %),"1960","","","","","",""
GDP growth (annual %),"1961","4.29498612450072","-27.27","3.72274253182259","12.0435364080116","2.57356996313516","2.29999999999977"
GDP growth (annual %),"1962","5.54985283245257","-5.58000000000007","2.93112773676762","8.90897299558078","1.32799317852373","6.09999999999999"
GDP growth (annual %),"1963","5.20224436743051","10.3","5.99435326233507","8.47364238279388","3.95624116673754","4.40000000000002"
GDP growth (annual %),"1964","6.64412836224406","18.18","7.45295012246791","11.6767081963974","5.03828244878241","5.80000000000014"
GDP growth (annual %),"1965","5.57273035401795","16.9500000000001","-2.63577011179972","5.81970787298265","2.78897682833296","6.39999999999984"
GDP growth (annual %),"1966","5.77338056322365","10.6500000000005","-0.0553287701011413","10.6385615591633","2.04931117754346","6.50000000000024"
GDP growth (annual %),"1967","4.38778153609343","-5.77000000000038","7.8259630327085","11.0821423246932","2.31096510055488","2.50000000000003"
GDP growth (annual %),"1968","6.15738481089411","-4.10000000000002","3.38792917448438","12.8824681383227","3.98473799467666","4.79999999999974"
GDP growth (annual %),"1969","6.09757082776139","16.9399999999999","6.53970029794451","12.4778945144981","2.05244565108865","3.10000000000004"
GDP growth (annual %),"1970","4.37336009686975","19.3000000000001","5.15722973561972","-1.01991284033174","5.95766077352124","3.20680725745444"
GDP growth (annual %),"1971","4.25401740169124","7.05999999999993","1.64293038321543","4.69899204218041","3.47933518440833","3.29547672836176"
GDP growth (annual %),"1972","5.68378043575683","3.81000000000033","-0.553301312631021","8.41354725522649","4.2944698112705","5.26326277619982"
